sensor_record_id,aircraft_id,reading_date,flight_hours_at_reading,egt_celsius,oil_pressure_psi,vibration_ips,fuel_flow_kgh,bleed_air_temp_c,anomaly_flag
SNS003775,AC033,2022-07-31,35925,830.3,49.52,0.229,2214.1,258.0,0
SNS003776,AC033,2024-09-09,35933,850.6,48.59,0.948,2322.2,210.5,1
SNS003777,AC033,2022-12-20,35941,831.7,44.67,0.876,2192.5,258.2,0
SNS003778,AC033,2022-09-22,35949,835.1,82.79,0.203,2595.7,204.9,0
SNS003779,AC033,2023-03-21,35957,837.7,51.42,0.804,2578.1,208.4,0
SNS003780,AC033,2024-07-13,35965,847.2,50.16,0.214,2134.4,190.7,1
SNS003781,AC033,2022-11-28,35973,844.0,77.83,0.818,2586.7,254.5,0
SNS003782,AC033,2022-04-24,35981,842.9,62.92,0.651,2162.8,230.7,1
SNS003783,AC033,2022-08-27,35989,844.4,47.3,0.908,2517.5,249.0,0
SNS003784,AC033,2022-03-24,35997,833.2,69.12,0.211,2577.9,241.3,0
SNS003785,AC033,2024-03-14,36005,840.7,77.52,0.264,2561.8,204.9,0
SNS003786,AC033,2023-11-29,36013,848.8,79.31,0.61,2300.3,207.7,0
SNS003787,AC033,2024-01-04,36021,842.9,71.81,0.276,2329.7,236.5,0
SNS003788,AC034,2023-01-10,38794,843.2,45.33,0.372,2207.2,204.6,0
SNS003789,AC034,2024-12-18,38802,848.6,79.67,0.118,2486.5,212.7,0
SNS003790,AC034,2024-06-11,38810,854.3,63.91,0.42,2255.9,225.7,0
SNS003791,AC034,2022-12-03,38818,850.8,48.97,0.44,2481.3,193.3,0
SNS003792,AC034,2023-08-29,38826,845.8,54.43,0.464,2391.0,234.4,0
SNS003793,AC034,2022-05-15,38834,849.6,61.18,0.685,2232.7,244.5,0
SNS003794,AC034,2022-09-04,38842,847.0,50.74,0.274,2456.8,234.3,0
SNS003795,AC034,2023-08-17,38850,848.0,76.52,0.636,2251.0,204.3,0
SNS003796,AC034,2023-12-29,38858,847.0,60.71,0.6,2536.0,204.8,0
SNS003797,AC034,2023-11-04,38866,847.1,55.47,0.196,2284.0,191.2,0
SNS003798,AC034,2022-07-10,38874,849.2,60.12,0.147,2132.1,196.2,0
SNS003799,AC034,2022-06-24,38882,843.3,81.08,0.207,2301.6,202.5,0
SNS003800,AC034,2024-03-23,38890,843.0,75.6,0.271,2400.5,205.8,0
SNS003801,AC034,2024-01-22,38898,842.2,82.89,0.844,2548.2,238.0,0
SNS003802,AC034,2022-08-17,38906,841.4,62.48,0.78,2105.2,213.1,0
SNS003803,AC034,2024-08-17,38914,842.7,79.31,0.28,2571.9,257.0,0
SNS003804,AC034,2024-08-01,38922,849.9,54.5,0.597,2462.4,200.4,0
SNS003805,AC034,2024-03-20,38930,843.8,73.51,0.378,2573.6,197.0,0
SNS003806,AC034,2022-08-26,38938,852.5,48.26,0.639,2420.3,256.1,0
SNS003807,AC034,2022-11-20,38946,849.4,72.2,0.767,2355.0,237.7,0
SNS003808,AC034,2023-10-19,38954,838.2,54.41,0.502,2366.1,255.1,0
SNS003809,AC034,2023-11-27,38962,851.3,46.43,0.51,2272.9,234.8,0
SNS003810,AC034,2023-06-27,38970,853.3,63.26,0.51,2297.6,258.4,0
SNS003811,AC034,2024-04-13,38978,843.6,63.69,0.855,2476.8,254.1,0
SNS003812,AC034,2024-08-04,38986,852.9,51.76,0.3,2352.7,189.9,0
SNS003813,AC034,2023-09-17,38994,844.7,59.37,0.802,2593.2,186.7,0
SNS003814,AC034,2023-07-04,39002,850.6,62.84,0.275,2117.5,203.7,0
SNS003815,AC034,2024-02-28,39010,844.5,54.45,0.325,2262.2,206.7,0
SNS003816,AC034,2022-01-07,39018,839.5,71.13,0.216,2553.8,257.9,0
SNS003817,AC034,2024-12-03,39026,848.7,64.81,0.563,2202.2,190.3,0
SNS003818,AC034,2022-04-20,39034,851.3,79.61,0.318,2376.8,221.6,0
SNS003819,AC034,2023-04-25,39042,846.3,67.56,0.225,2561.2,192.1,0
SNS003820,AC034,2022-03-23,39050,843.0,83.05,0.354,2134.5,220.0,0
SNS003821,AC034,2024-04-14,39058,850.2,68.23,0.159,2499.4,245.4,0
SNS003822,AC034,2024-04-07,39066,853.5,52.6,0.561,2376.3,210.3,0
SNS003823,AC034,2024-04-17,39074,850.1,47.14,0.858,2433.1,227.9,0
SNS003824,AC034,2024-09-11,39082,851.5,57.81,0.797,2390.2,212.8,0
SNS003825,AC034,2024-01-19,39090,848.2,68.51,0.593,2465.4,191.3,0
SNS003826,AC034,2023-03-22,39098,856.0,81.41,0.154,2180.9,197.7,0
SNS003827,AC034,2023-02-11,39106,844.7,55.04,0.458,2211.3,184.9,0
SNS003828,AC034,2024-08-31,39114,854.1,81.22,0.359,2111.4,230.4,0
SNS003829,AC034,2023-07-03,39122,857.1,51.98,0.177,2463.6,252.8,0
SNS003830,AC034,2023-11-08,39130,856.1,74.58,0.525,2109.4,248.9,0
SNS003831,AC034,2024-02-07,39138,849.2,53.82,0.194,2505.2,255.0,0
SNS003832,AC034,2023-10-27,39146,850.9,58.48,0.13,2293.8,254.0,0
SNS003833,AC034,2023-08-07,39154,858.4,44.99,0.901,2508.2,238.2,0
SNS003834,AC034,2022-04-21,39162,844.2,50.58,0.567,2241.0,226.3,0
SNS003835,AC034,2023-02-13,39170,849.6,67.52,0.769,2513.2,230.7,0
SNS003836,AC034,2024-04-12,39178,852.1,64.57,0.555,2149.0,212.0,0
SNS003837,AC034,2023-11-29,39186,860.8,79.87,0.714,2365.1,202.8,0
SNS003838,AC034,2023-10-01,39194,855.3,45.7,0.269,2205.7,259.7,0
SNS003839,AC034,2022-07-31,39202,850.1,78.99,0.749,2316.1,243.0,0
SNS003840,AC034,2023-04-24,39210,851.5,45.17,0.638,2348.3,200.9,0
SNS003841,AC034,2022-10-13,39218,851.8,46.08,0.919,2543.3,231.0,0
SNS003842,AC034,2023-12-17,39226,845.5,70.85,0.342,2493.2,250.9,0
SNS003843,AC034,2024-06-25,39234,857.7,84.31,0.608,2321.4,238.7,0
SNS003844,AC034,2024-11-15,39242,848.0,46.16,0.346,2284.7,188.0,0
SNS003845,AC034,2023-12-14,39250,862.5,45.3,0.421,2232.6,250.6,0
SNS003846,AC034,2023-08-30,39258,857.1,62.35,0.353,2122.0,188.4,0
SNS003847,AC034,2023-09-22,39266,858.1,48.68,0.13,2356.1,240.6,0
SNS003848,AC034,2024-11-27,39274,850.1,77.11,0.732,2523.6,186.2,0
SNS003849,AC034,2024-03-31,39282,852.9,77.6,0.237,2157.3,231.7,0
SNS003850,AC034,2024-07-23,39290,846.8,67.66,0.635,2299.0,221.9,0
SNS003851,AC034,2022-01-29,39298,848.8,63.73,0.442,2217.8,180.9,0
SNS003852,AC034,2023-09-27,39306,855.3,70.13,0.206,2151.2,205.2,0
SNS003853,AC034,2023-01-16,39314,861.9,79.83,0.38,2333.6,255.6,0
SNS003854,AC034,2024-02-18,39322,847.6,78.12,0.35,2316.7,199.4,0
SNS003855,AC034,2024-06-29,39330,849.6,60.95,0.419,2581.4,224.5,0
SNS003856,AC034,2024-05-08,39338,850.0,62.41,0.418,2218.3,185.4,0
SNS003857,AC034,2022-08-21,39346,842.9,60.97,0.525,2393.8,209.7,0
SNS003858,AC034,2022-10-11,39354,854.8,80.8,0.215,2361.1,204.1,0
SNS003859,AC034,2022-12-02,39362,848.3,70.09,0.34,2469.8,193.9,0
SNS003860,AC034,2022-06-29,39370,848.2,78.93,0.129,2429.0,244.3,0
SNS003861,AC034,2024-12-07,39378,848.7,49.35,0.331,2433.5,185.4,0
SNS003862,AC034,2022-06-06,39386,845.7,48.39,0.213,2503.3,231.8,0
SNS003863,AC034,2023-09-18,39394,853.6,72.41,0.205,2256.7,218.0,0
SNS003864,AC034,2024-06-12,39402,849.0,68.27,0.761,2543.1,195.1,0
SNS003865,AC034,2024-10-22,39410,847.9,74.35,0.249,2261.1,235.5,0
SNS003866,AC034,2022-11-12,39418,848.2,75.76,0.721,2354.5,182.0,0
SNS003867,AC034,2024-10-17,39426,851.2,52.02,0.524,2493.2,215.9,0
SNS003868,AC034,2023-01-31,39434,861.7,55.94,0.393,2189.2,204.8,0
SNS003869,AC034,2024-08-03,39442,850.6,51.66,0.611,2154.0,205.5,0
SNS003870,AC034,2023-08-22,39450,858.5,61.87,0.63,2560.9,180.1,0
SNS003871,AC034,2022-12-23,39458,848.5,50.18,0.766,2486.9,236.1,0
SNS003872,AC034,2024-12-07,39466,857.2,83.18,0.551,2305.1,235.4,0
SNS003873,AC034,2023-09-12,39474,852.2,55.06,0.335,2319.7,208.8,1
SNS003874,AC034,2022-12-20,39482,848.3,70.36,0.691,2577.2,237.5,0
SNS003875,AC034,2024-10-24,39490,846.2,50.31,0.354,2101.0,253.9,0
SNS003876,AC034,2024-07-12,39498,861.3,61.03,0.244,2289.3,257.6,0
SNS003877,AC034,2023-07-20,39506,861.3,55.95,0.692,2439.3,203.5,1
SNS003878,AC034,2022-04-24,39514,853.7,62.74,0.19,2217.2,219.2,0
SNS003879,AC034,2022-12-08,39522,846.5,69.86,0.802,2315.6,251.7,0
SNS003880,AC034,2022-09-22,39530,851.4,65.22,0.133,2441.5,181.1,0
SNS003881,AC034,2022-12-19,39538,858.2,65.55,0.482,2340.9,243.4,0
SNS003882,AC034,2023-07-04,39546,855.5,69.56,0.297,2404.8,191.9,0
SNS003883,AC034,2022-12-15,39554,841.8,65.22,0.2,2411.7,196.4,0
SNS003884,AC034,2023-10-18,39562,855.3,76.56,0.78,2552.6,237.4,0
SNS003885,AC034,2022-12-07,39570,855.5,53.2,0.348,2234.0,251.9,1
SNS003886,AC034,2022-04-29,39578,858.8,66.39,0.89,2433.7,200.3,0
SNS003887,AC034,2023-07-10,39586,845.6,70.88,0.937,2182.0,234.9,0
SNS003888,AC034,2022-12-28,39594,855.3,73.24,0.483,2528.9,211.6,1
SNS003889,AC034,2024-06-29,39602,851.4,65.02,0.19,2354.5,195.7,0
SNS003890,AC034,2022-08-16,39610,857.1,53.55,0.876,2446.4,237.3,0
SNS003891,AC034,2023-01-01,39618,854.2,55.08,0.645,2512.7,200.6,0
SNS003892,AC034,2022-09-26,39626,854.7,45.7,0.162,2232.1,221.3,0
SNS003893,AC034,2024-10-05,39634,856.7,74.59,0.297,2187.6,207.5,1
SNS003894,AC034,2024-07-15,39642,843.0,53.25,0.327,2529.8,209.2,0
SNS003895,AC034,2022-04-17,39650,855.1,75.39,0.498,2234.4,197.8,1
SNS003896,AC034,2022-04-17,39658,860.4,44.4,0.657,2375.4,180.2,0
SNS003897,AC034,2024-07-20,39666,863.7,82.29,0.743,2290.9,240.8,1
SNS003898,AC034,2023-12-30,39674,861.7,61.62,0.542,2146.8,238.7,1
SNS003899,AC034,2024-08-16,39682,864.1,52.62,0.438,2211.2,196.9,1
SNS003900,AC034,2022-03-18,39690,854.4,65.87,0.869,2474.1,253.2,0
SNS003901,AC034,2023-08-20,39698,858.6,45.87,0.518,2465.7,234.3,0
SNS003902,AC034,2022-08-03,39706,863.3,50.11,0.933,2543.1,189.6,1
SNS003903,AC034,2022-03-31,39714,865.2,69.36,0.27,2370.5,250.3,1
SNS003904,AC034,2023-12-25,39722,847.6,55.02,0.23,2327.3,214.1,0
SNS003905,AC034,2024-07-10,39730,868.9,79.59,0.523,2127.2,218.1,1
SNS003906,AC034,2022-02-16,39738,849.3,62.51,0.627,2266.5,211.3,0
SNS003907,AC034,2024-07-30,39746,870.1,62.61,0.474,2121.6,213.5,1
SNS003908,AC034,2023-09-01,39754,847.0,68.55,0.617,2354.0,259.0,0
SNS003909,AC034,2024-10-02,39762,867.9,71.3,0.577,2345.8,251.7,1
SNS003910,AC034,2024-11-21,39770,847.2,45.4,0.249,2243.2,240.1,0
SNS003911,AC034,2022-10-05,39778,846.5,71.46,0.131,2559.9,224.8,0
SNS003912,AC034,2023-04-05,39786,856.1,80.2,0.521,2586.8,242.4,0
SNS003913,AC034,2023-10-03,39794,868.0,44.2,0.824,2408.5,195.5,1
SNS003914,AC034,2023-04-16,39802,854.3,78.16,0.162,2475.8,201.6,0
SNS003915,AC034,2023-05-26,39810,849.9,52.82,0.27,2455.6,209.5,1
SNS003916,AC034,2023-07-09,39818,858.9,64.42,0.845,2554.3,223.6,1
SNS003917,AC034,2024-10-18,39826,861.5,66.17,0.963,2331.2,191.1,0
SNS003918,AC034,2022-09-30,39834,867.7,62.5,0.218,2395.2,252.6,0
SNS003919,AC034,2024-03-22,39842,858.6,67.5,0.634,2309.8,182.5,0
SNS003920,AC034,2024-05-28,39850,864.2,65.78,0.913,2553.9,241.5,0
SNS003921,AC034,2024-03-04,39858,869.6,80.27,0.767,2372.7,218.4,0
SNS003922,AC034,2024-02-17,39866,863.6,81.47,0.774,2523.4,245.5,0
SNS003923,AC034,2023-07-16,39874,858.9,48.5,0.446,2121.1,207.4,1
SNS003924,AC034,2024-06-20,39882,856.0,50.36,0.45,2329.7,181.2,0
SNS003925,AC034,2024-10-29,39890,862.3,64.41,0.289,2351.6,194.0,0
SNS003926,AC034,2022-09-26,39898,851.6,73.7,0.87,2562.3,194.4,0
SNS003927,AC034,2024-02-02,39906,858.1,71.93,0.802,2184.0,242.3,0
SNS003928,AC034,2022-10-29,39914,857.1,78.89,0.697,2210.8,185.4,0
SNS003929,AC034,2024-03-01,39922,851.6,78.56,0.583,2309.0,215.1,0
SNS003930,AC034,2024-06-18,39930,853.7,62.1,0.214,2385.9,236.0,0
SNS003931,AC034,2024-04-14,39938,854.3,52.21,0.857,2576.3,253.5,0
SNS003932,AC034,2023-11-10,39946,870.1,61.13,0.891,2475.9,229.1,1
SNS003933,AC034,2023-04-21,39954,859.8,70.09,0.903,2490.6,227.6,0
SNS003934,AC034,2024-09-29,39962,856.1,72.33,0.729,2300.3,192.7,0
SNS003935,AC035,2024-10-15,7333,888.1,52.72,0.715,2262.8,240.5,0
SNS003936,AC035,2022-01-05,7341,889.9,84.57,0.829,2142.7,181.0,0
SNS003937,AC035,2022-03-07,7349,894.2,73.1,0.533,2586.3,189.4,0
SNS003938,AC035,2024-11-27,7357,881.5,51.22,0.429,2338.3,200.0,0
SNS003939,AC035,2024-09-19,7365,886.5,46.86,0.831,2193.0,184.5,0
SNS003940,AC035,2024-11-21,7373,884.1,52.94,0.601,2175.0,218.0,0
SNS003941,AC035,2023-06-13,7381,890.3,79.88,0.315,2446.8,238.1,0
SNS003942,AC035,2023-08-04,7389,894.8,81.4,0.862,2321.8,253.1,0
SNS003943,AC035,2022-12-24,7397,885.3,76.84,0.755,2464.4,216.8,0
SNS003944,AC035,2022-06-05,7405,876.6,45.88,0.844,2379.0,215.9,0
SNS003945,AC035,2023-06-19,7413,886.1,45.19,0.719,2160.3,217.8,0
SNS003946,AC035,2024-12-25,7421,893.8,52.5,0.408,2511.1,190.5,0
SNS003947,AC035,2023-02-23,7429,892.1,66.62,0.523,2485.7,225.1,0
SNS003948,AC035,2022-05-24,7437,890.5,84.25,0.244,2141.2,192.9,0
SNS003949,AC035,2024-04-11,7445,887.1,76.85,0.875,2493.9,188.9,0
SNS003950,AC035,2024-06-08,7453,882.6,46.22,0.874,2294.4,193.6,0
SNS003951,AC035,2023-10-27,7461,892.3,74.26,0.596,2196.0,213.5,0
SNS003952,AC035,2024-11-05,7469,885.9,56.4,0.501,2191.6,223.3,0
SNS003953,AC035,2024-10-21,7477,899.7,73.86,0.184,2183.9,250.9,0
SNS003954,AC035,2022-09-29,7485,891.2,55.56,0.252,2381.3,185.6,0
SNS003955,AC035,2022-11-17,7493,886.6,70.82,0.231,2340.7,229.4,0
SNS003956,AC035,2024-05-07,7501,886.3,76.79,0.481,2203.1,195.4,0
SNS003957,AC035,2022-07-19,7509,889.2,68.69,0.322,2407.5,197.3,0
SNS003958,AC035,2024-08-31,7517,888.1,53.37,0.44,2545.3,222.8,0
SNS003959,AC035,2023-06-13,7525,895.5,56.91,0.633,2456.5,238.9,0
SNS003960,AC035,2024-10-10,7533,891.1,79.09,0.888,2378.3,245.1,0
SNS003961,AC035,2022-05-20,7541,886.8,44.85,0.691,2235.9,229.7,0
SNS003962,AC035,2024-05-23,7549,899.0,76.4,0.378,2553.3,201.0,0
SNS003963,AC035,2024-02-04,7557,892.0,66.19,0.723,2273.5,244.5,0
SNS003964,AC035,2023-03-15,7565,894.8,46.86,0.819,2123.5,216.9,0
SNS003965,AC035,2022-12-24,7573,887.5,73.04,0.893,2408.6,193.2,0
SNS003966,AC035,2023-11-27,7581,892.1,73.89,0.678,2123.7,252.7,0
SNS003967,AC035,2023-11-20,7589,892.6,80.46,0.765,2431.0,250.9,0
SNS003968,AC035,2023-01-14,7597,883.1,51.27,0.339,2242.7,242.3,0
SNS003969,AC035,2024-01-20,7605,902.7,69.53,0.322,2106.7,226.1,0
SNS003970,AC035,2022-09-29,7613,896.4,76.04,0.487,2320.2,199.0,0
SNS003971,AC035,2024-02-08,7621,888.6,64.12,0.267,2105.5,215.5,0
SNS003972,AC035,2022-06-14,7629,885.0,66.47,0.434,2190.5,240.4,0
SNS003973,AC035,2023-09-05,7637,890.4,72.7,0.773,2579.7,216.7,0
SNS003974,AC035,2024-08-13,7645,892.7,51.35,0.892,2155.7,211.2,0
SNS003975,AC035,2024-12-27,7653,890.4,60.91,0.333,2433.9,208.5,0
SNS003976,AC035,2023-05-29,7661,889.7,73.62,0.581,2556.4,228.9,0
SNS003977,AC035,2024-02-23,7669,893.0,71.35,0.373,2361.3,224.8,0
SNS003978,AC035,2022-05-26,7677,901.4,55.22,0.275,2163.4,197.9,0
SNS003979,AC035,2023-11-03,7685,895.6,45.86,0.232,2518.7,198.7,0
SNS003980,AC035,2024-01-01,7693,888.7,47.66,0.521,2250.0,255.1,0
SNS003981,AC035,2024-11-12,7701,899.3,52.1,0.621,2562.8,238.8,0
SNS003982,AC035,2023-12-19,7709,900.2,60.24,0.148,2103.0,255.7,0
SNS003983,AC035,2023-06-23,7717,905.9,71.58,0.196,2287.3,195.3,0
SNS003984,AC035,2024-06-15,7725,884.2,81.97,0.162,2584.2,223.3,0
SNS003985,AC035,2023-06-23,7733,892.1,52.73,0.632,2477.8,200.1,0
SNS003986,AC035,2024-03-24,7741,879.1,52.01,0.377,2363.8,236.9,0
SNS003987,AC035,2024-09-23,7749,894.0,58.05,0.769,2197.3,217.8,0
SNS003988,AC035,2024-09-03,7757,893.0,81.53,0.811,2312.9,213.5,0
SNS003989,AC035,2022-03-30,7765,902.9,57.66,0.211,2374.6,240.1,0
SNS003990,AC035,2024-11-05,7773,889.0,55.93,0.367,2337.4,243.3,0
SNS003991,AC035,2022-06-21,7781,883.9,62.65,0.53,2261.5,205.4,0
SNS003992,AC035,2023-08-08,7789,893.2,81.17,0.509,2298.4,221.7,0
SNS003993,AC035,2023-12-02,7797,884.6,66.41,0.54,2195.4,223.2,0
SNS003994,AC035,2024-02-04,7805,899.3,55.56,0.894,2215.8,193.3,0
SNS003995,AC035,2024-08-13,7813,884.2,56.66,0.913,2135.5,245.9,0
SNS003996,AC035,2024-05-22,7821,892.0,63.5,0.162,2142.2,231.4,0
SNS003997,AC035,2024-02-24,7829,879.9,60.78,0.718,2382.2,186.5,0
SNS003998,AC035,2022-04-27,7837,894.2,49.23,0.93,2393.9,182.1,0
SNS003999,AC035,2023-10-30,7845,899.4,54.19,0.199,2459.5,241.6,0
SNS004000,AC035,2024-04-17,7853,891.2,83.86,0.43,2254.5,242.3,0
SNS004001,AC035,2022-11-26,7861,886.8,58.05,0.672,2369.4,221.2,0
SNS004002,AC035,2023-02-17,7869,895.3,53.23,0.661,2231.7,199.9,0
SNS004003,AC035,2022-11-13,7877,892.4,55.97,0.382,2389.0,193.2,0
SNS004004,AC035,2022-12-23,7885,898.2,81.83,0.786,2314.8,205.7,0
SNS004005,AC035,2024-07-07,7893,890.7,74.78,0.177,2110.6,192.1,0
SNS004006,AC035,2022-06-18,7901,892.2,45.64,0.824,2473.8,211.9,0
SNS004007,AC035,2022-07-04,7909,880.1,44.94,0.703,2512.5,243.7,0
SNS004008,AC035,2023-09-24,7917,892.7,80.95,0.605,2134.7,257.8,0
SNS004009,AC035,2024-10-09,7925,893.5,75.31,0.417,2173.9,238.6,1
SNS004010,AC035,2022-11-28,7933,895.9,74.82,0.248,2506.5,225.9,0
SNS004011,AC035,2024-01-11,7941,898.9,58.64,0.52,2593.4,258.4,0
SNS004012,AC035,2024-09-12,7949,883.0,68.47,0.803,2472.7,252.6,0
SNS004013,AC035,2024-02-09,7957,886.1,50.13,0.718,2195.0,222.4,0
SNS004014,AC035,2022-08-13,7965,898.8,45.94,0.751,2541.4,183.6,0
SNS004015,AC035,2023-08-25,7973,892.2,45.31,0.301,2595.3,252.8,0
SNS004016,AC035,2023-06-28,7981,892.6,63.73,0.397,2327.9,240.7,0
SNS004017,AC035,2023-02-19,7989,888.0,50.02,0.277,2157.6,205.5,0
SNS004018,AC035,2023-04-09,7997,895.9,64.49,0.261,2518.5,202.9,0
SNS004019,AC035,2022-03-03,8005,896.1,82.58,0.331,2274.2,203.9,0
SNS004020,AC035,2024-04-16,8013,896.7,65.19,0.609,2193.5,256.1,1
SNS004021,AC035,2024-07-18,8021,907.9,79.2,0.909,2165.3,222.3,0
SNS004022,AC035,2024-12-12,8029,885.7,69.47,0.8,2592.6,197.2,0
SNS004023,AC035,2024-01-07,8037,884.5,58.64,0.663,2108.4,191.3,0
SNS004024,AC035,2022-06-15,8045,896.5,71.59,0.696,2274.0,205.7,0
SNS004025,AC035,2023-11-21,8053,892.9,53.61,0.149,2486.9,211.0,0
SNS004026,AC035,2024-09-26,8061,888.7,76.41,0.611,2245.0,200.5,0
SNS004027,AC035,2022-07-25,8069,888.8,50.42,0.869,2102.3,183.0,0
SNS004028,AC035,2023-02-24,8077,894.4,70.85,0.141,2326.0,199.8,0
SNS004029,AC035,2024-05-29,8085,897.9,56.31,0.216,2170.6,253.4,0
SNS004030,AC035,2022-01-13,8093,894.1,61.06,0.5,2335.8,191.5,0
SNS004031,AC036,2024-12-13,19438,932.1,62.26,0.34,2273.5,255.3,0
SNS004032,AC036,2024-06-06,19446,920.8,65.67,0.751,2191.4,229.4,0
SNS004033,AC036,2023-10-22,19454,922.2,56.3,0.177,2144.3,207.8,0
SNS004034,AC036,2024-02-23,19462,913.8,69.0,0.216,2208.3,249.4,0
SNS004035,AC036,2024-04-22,19470,924.2,78.37,0.475,2104.6,210.4,0
SNS004036,AC036,2024-11-23,19478,933.1,50.62,0.295,2479.4,257.1,0
SNS004037,AC036,2023-01-20,19486,931.2,70.22,0.565,2543.2,250.8,0
SNS004038,AC036,2022-06-19,19494,927.2,59.52,0.214,2252.1,218.6,0
SNS004039,AC036,2022-03-23,19502,928.1,52.77,0.108,2574.6,211.3,0
SNS004040,AC036,2024-08-04,19510,925.5,79.99,0.396,2206.6,192.6,0
SNS004041,AC036,2023-09-21,19518,929.3,54.32,0.66,2297.3,243.8,0
SNS004042,AC036,2022-09-19,19526,932.3,61.95,0.731,2252.0,196.9,0
SNS004043,AC036,2023-04-28,19534,921.3,72.04,0.218,2575.4,248.5,0
SNS004044,AC036,2022-05-27,19542,929.9,82.89,0.309,2341.4,254.2,0
SNS004045,AC036,2022-03-03,19550,933.1,47.17,0.585,2263.4,203.6,0
SNS004046,AC036,2022-06-24,19558,927.0,72.67,0.156,2392.4,188.4,0
SNS004047,AC036,2022-03-31,19566,933.3,49.64,0.855,2238.1,201.6,0
SNS004048,AC036,2023-03-23,19574,942.2,75.5,0.569,2126.7,226.5,0
SNS004049,AC036,2023-05-10,19582,929.5,46.41,0.575,2304.4,181.6,0
SNS004050,AC036,2024-12-19,19590,932.4,79.82,0.437,2245.9,222.1,0
SNS004051,AC036,2024-02-05,19598,925.3,71.7,0.231,2275.8,248.0,0
SNS004052,AC036,2024-06-19,19606,930.1,58.92,0.376,2446.6,247.3,0
SNS004053,AC036,2023-08-24,19614,931.4,50.53,0.247,2346.8,181.8,0
SNS004054,AC036,2023-03-07,19622,929.6,59.29,0.671,2512.4,205.0,0
SNS004055,AC036,2023-07-27,19630,923.6,52.39,0.783,2145.1,210.8,0
SNS004056,AC036,2023-12-29,19638,929.8,65.26,0.187,2237.3,223.8,0
SNS004057,AC036,2022-06-05,19646,937.9,51.98,0.132,2557.8,197.8,0
SNS004058,AC036,2023-10-14,19654,932.1,64.74,0.609,2160.1,200.3,0
SNS004059,AC036,2023-08-17,19662,935.3,65.42,0.682,2206.6,191.7,0
SNS004060,AC036,2023-04-15,19670,930.9,81.36,0.392,2275.6,197.4,0
SNS004061,AC036,2024-08-14,19678,932.9,56.76,0.493,2334.0,214.5,0
SNS004062,AC036,2022-05-08,19686,933.3,73.27,0.468,2588.2,208.5,0
SNS004063,AC036,2022-10-20,19694,925.5,76.9,0.906,2250.0,244.8,0
SNS004064,AC036,2024-03-06,19702,933.7,80.91,0.591,2133.9,234.1,0
SNS004065,AC036,2024-09-29,19710,924.4,45.98,0.304,2345.8,220.8,0
SNS004066,AC036,2023-10-19,19718,929.8,81.71,0.862,2434.7,234.1,0
SNS004067,AC036,2023-10-01,19726,932.4,49.7,0.572,2527.1,196.0,0
SNS004068,AC036,2024-12-25,19734,932.2,49.28,0.132,2256.6,205.3,0
SNS004069,AC036,2022-06-10,19742,923.1,73.54,0.864,2276.5,244.3,0
SNS004070,AC036,2022-03-30,19750,936.3,56.63,0.593,2372.5,225.0,0
SNS004071,AC036,2024-04-02,19758,935.5,68.74,0.43,2152.2,209.8,0
SNS004072,AC036,2024-12-16,19766,928.3,47.16,0.178,2351.4,246.7,0
SNS004073,AC036,2024-07-23,19774,925.8,77.37,0.712,2541.1,220.6,0
SNS004074,AC036,2022-08-28,19782,929.9,60.95,0.633,2230.4,184.8,0
SNS004075,AC036,2022-04-10,19790,928.5,79.75,0.17,2148.3,230.0,0
SNS004076,AC036,2024-09-13,19798,931.7,45.09,0.329,2266.8,192.2,0
SNS004077,AC036,2024-04-10,19806,932.1,75.87,0.718,2487.7,228.4,0
SNS004078,AC036,2023-09-02,19814,923.0,47.81,0.714,2446.2,233.3,0
SNS004079,AC036,2022-12-21,19822,929.9,48.81,0.873,2448.6,242.5,0
SNS004080,AC036,2022-09-16,19830,929.4,62.75,0.614,2170.0,255.1,0
SNS004081,AC036,2023-05-07,19838,937.2,76.65,0.294,2249.7,229.1,0
SNS004082,AC036,2022-05-06,19846,927.4,73.2,0.88,2202.2,257.7,0
SNS004083,AC036,2022-06-17,19854,940.2,75.6,0.183,2128.7,232.3,0
SNS004084,AC036,2024-03-20,19862,920.7,77.27,0.745,2362.5,210.9,0
SNS004085,AC036,2024-07-20,19870,941.5,70.36,0.589,2347.5,255.2,0
SNS004086,AC036,2023-03-05,19878,930.2,71.94,0.359,2247.6,229.6,0
SNS004087,AC036,2022-08-12,19886,937.1,53.38,0.202,2279.5,252.2,0
SNS004088,AC036,2022-01-08,19894,936.4,67.27,0.541,2228.0,188.3,0
SNS004089,AC036,2022-02-13,19902,941.6,55.31,0.146,2549.2,212.9,1
SNS004090,AC036,2024-09-15,19910,927.8,67.06,0.655,2445.9,230.4,0
SNS004091,AC036,2023-07-07,19918,925.0,66.66,0.202,2144.1,250.2,0
SNS004092,AC036,2023-04-25,19926,942.0,55.54,0.656,2489.4,246.5,0
SNS004093,AC036,2022-02-16,19934,935.0,61.84,0.565,2225.1,250.7,0
SNS004094,AC036,2024-11-26,19942,932.4,66.07,0.161,2166.1,215.5,0
SNS004095,AC036,2024-09-17,19950,943.3,71.49,0.251,2377.0,184.4,1
SNS004096,AC036,2024-09-20,19958,925.0,51.84,0.584,2475.6,238.4,0
SNS004097,AC036,2023-08-05,19966,934.2,55.49,0.829,2161.5,244.4,0
